word,sentiment
малопонятный,-0.5233
малопридатні,-1.0
малоприємний,-1.0
малопродуктивний,-0.9
малорозвинений,-0.9
малоснежный,0.0
малосольний,0.1
малість,-0.1
малоістотними,-0.2031
малопереконливий,-0.7435
маловтішний,-1.0
нечисленність,0.0
малочисельний,-0.0862
малоповерховий,0.0
малый,0.0821
малюк,1.0
малятко,0.8017
малеча,0.2129
Малишок,0.6864
хлопчик,0.0
хлопчачому,0.1
хлоп'ячий,0.2679
мальчишество,0.1455
хлопчачий,0.16
хлопчисько,0.3462
парубочий,0.4268
хлопчина,0.1868
малесенький,0.4328
малявка,-0.7
маляр,0.2934
малярський,0.0
ненька,1.0
маман,0.036000000000000004
маманя,0.25
матуся,1.0
мамашка,-0.9
маменькин,-0.7103
мамин,0.3649
мамка,-0.3154
мамонт,0.1389
мамонтеня,0.7205
мамуля,1.0
мамуся,1.0
манга,0.3175
мангал,0.3718
манго,0.4712
мандарин,0.5738
мандариновий,0.4462
маневр,0.3067
маневрування,0.1
маневрировать,0.0769
манекен,0.0
манера,0.0
манікюр,0.4609
манікюрний,0.1881
манікюрниця,0.2027
маніпулювання,-1.0
вабити,0.177
манний,0.0
маніяк,-1.0
маніячки,-1.0
маневрений,0.629
бруднитися,-0.9167
марафон,0.4857
марафонський,0.3496
маргарин,0.0263
марина,0.0357
маринад,0.0
маринування,0.4044
маринувати,0.0357
маринуватися,0.0545
маркер,0.2431
маркет,0.0
маркетинг,0.3496
маркування,0.0357
марлевий,0.0
марля,0.0
мармелад,0.6163
марс,0.0556
марсіанин,0.0
марсіанка,0.1316
марсіанський,0.0
Березень,0.3409
мавпа,0.3947
маршал,0.4189
марширувати,0.0806
марширування,0.0
маршрут,0.0
маршрутка,0.0
маршрутний,0.3087
маска,0.1
маскарад,0.6681
маскарадний,0.4699
маскувати,0.0
маскуватися,0.0
маскування,0.0941
маскувальний,0.0
маслена,0.1
масниця,1.0
маслений,0.0357
маслина,0.2636
олійний,0.0
масло,0.0
масляний,0.0455
маса,0.1
масаж,0.8478
масажувати,0.3952
масажист,0.4507
масажистка,0.516
масажний,0.5074
масажер,0.5889
масивність,0.0
масивний,0.0
масовка,0.1264
масовий,0.0882
мастак,0.7247
майстер,0.9643
майстер клас,0.75
майструвати,0.8017
майстриня,1.0
майстерно,1.0
мастерство,0.9
масштаб,0.0
масштабність,0.0556
мат,-0.9
математик,0.374
математично,0.0357
математичний,0.0357
математичка,-0.2047
матеріал,0.0
матеріалізація,0.2895
матеріалізувати,0.4836
матеріалізуватися,0.4328
материнськи,1.0
материнський,0.7373
материнство,0.9878
матюкати,-1.0
матюкатися,-1.0
матірний,-1.0
Матюкальник,-1.0
матовість,0.0
матрац,0.31
матрацик,0.5391
матриця,-0.0556
матрос,0.3824
матросик,0.6028
матрьошка,0.4375
матч,0.3976
мать,0.9231
мати й мачуха,0.2714
мафіозі,-0.9324
маффин,0.5609
махання,0.0
махати,-0.6959
махач,-1.0
махина,0.0275
махнути,0.0769
махровый,0.3462
мачуха,-0.3017
мачо,0.2748
щогла,0.38799999999999996
машина,0.3077
машинальність,0.0368
машинальний,0.0
машиніст,0.2636
машинистка,0.1
машинка,0.371
машинний,0.0
машинобудівний,0.2565
маестро,1.0
маяк,0.0854
маятник,0.0
маятися,-0.9444
маячок,0.41200000000000003
імла,-0.6273
миттєвість,0.0806
мгновенный,0.25
меблі,0.2373
мебельный,0.0
мегабайт,0.1
мегаполис,0.3067
мегафон,0.2642
мед,0.5803
медаль,0.9
медалька,0.6579
медальйон,0.364
медбрат,0.4556
ведмедиця,0.0
ведмідь,0.2358
медвежий,0.0
ведмежа,0.732
медіа,0.1699
медик,0.5656
медикамент,0.4558
медінститут,0.41600000000000004
медитація,0.9
медитирование,0.6024
медицина,0.7045
медичний,0.0
медкабінет,0.1226
повільність,-0.5732
мідний,0.1
медок,0.9
медогляд,0.1
медперсонал,0.374
меддопомогу,0.9643
медпункт,0.4302
медпрацівник,0.5551
медсестра,0.5
медсестричка,0.6829
медтехніка,0.0
медуза,-0.0056
медустанову,0.2431
медцентр,0.5
мідь,0.0
міжвидової,0.0
міжміський,0.0
міжнародний,0.4854
міжрядковий,0.0
междусобойчик,0.2018
міжзоряний,0.0806
міжконтинентальний,0.19
міжнаціональний,0.2304
міжхребцевий,0.0
міжурядовий,0.0
міжрайонний,0.0
мейл,0.0
мейнстрим,0.1591
мексиканець,0.0
мексиканка,0.0
мексиканский,0.0
крейда,0.0841
меланхолійний,-0.3046
меленький,0.0217
задрібний,-0.4333
мілководна,0.005
мелководье,0.1
дрібномасштабний,0.0
мелкость,-0.4911
дрібнота,-0.3056
мелкотравчатый,-0.1456
мелодия,0.684
мелодрама,0.2807
мелочность,-0.9167
мелочовка,-0.1226
мелочь,0.1
мелькание,-0.0481
миготіти,0.0
мелькнуть,0.0
мигцем,0.0
мельник,0.0806
млин,0.3361
мельтешение,-0.6028
мельтешить,-0.6326
мельчайший,0.0
мельчить,-0.1739
мем,0.4778
мемориальный,0.45899999999999996
менеджер,0.1606
менее,-0.1
ментоловый,0.0172
меньший,-0.2636
меньшинство,-0.2759
меню,0.0
менять,0.3077
меняться,0.0556
мера,0.0357
мерещиться,-0.2909
мерзавец,-1.0
мерзавка,-0.9194
мерзкий,-1.0
мерзлота,-0.619
мерзлотный,-0.9167
мерзляк,-0.6
мерзость,-1.0
мерить,0.0625
мериться,0.3898
меркантильность,-1.0
меркантильный,-0.8438
мерный,0.0
мероприятие,0.4441
мерседес,0.3678
мертвец,-0.9194
мерцание,0.2965
мерцать,0.4179
месить,0.0
местечко,0.3793
местечковый,0.0
местность,0.0
местный,0.0
место,0.0
местожительство,0.2
местоимение,0.0
местонахождение,0.0
местоположение,0.1
местопребывание,0.0806
месторасположение,0.0
месторождение,0.3308
месть,-1.0
месяц,0.0
месячный,0.0
металл,0.0897
металлически,0.1495
металлический,0.0806
металлодетектор,0.0
металлоискатель,0.1106
металлолом,0.0
металлообработка,0.3293
метание,-0.0583
метательный,0.0
метать,0.0
метаться,-0.5244
метафора,0.4268
метелица,0.0216
метель,-0.369
метеор,0.1081
метеорит,-0.25
метеоритный,-0.3649
метеослужба,0.285
метить,-0.1218
меткий,1.0
меткость,0.9129999999999999
метла,0.1
метнуть,0.0
метод,0.1923
метода,0.3372
методика,0.4407
методичка,0.2788
методичный,0.6429
метр,0.0
метро,0.3
метровый,0.0
метёлка,0.0769
мех,0.0357
механизатор,0.3041
механизировать,0.3926
механизм,0.3304
механически,0.0172
механический,0.0217
механичный,0.0
меховой,0.0
меч,0.1257
меч-рыба,0.0
мечта,1.0
мечтание,0.9255
мечтатель,0.7683
мрійниця,0.5714
мечтательность,0.6094
мечтательный,1.0
мечтать,1.0
мешалка,0.0588
мешать,-0.8143
мешаться,-0.9124
мешкать,-0.516
мешок,0.0
мішечок,0.0854
мить,0.0
мигалка,0.1058
мигание,0.0
мигать,0.0172
мигнуть,0.0833
мигрант,0.0
міграція,0.0625
мігрень,-1.0
мигрировать,0.0
мізантропка,-0.3529
мизерность,-0.48
мизерный,-0.475
мізинець,0.1226
мізинчик,0.1
микроавтобус,0.0821
мікроб,-0.0806
микробный,-0.5698
мікрохвильовка,0.1
микроинфаркт,-1.0
микропроцессор,0.2692
мікрорайон,0.2632
мікроскоп,0.38799999999999996
мікроскопічний,0.0
микрофильм,0.2059
микрофон,0.1
мікроелементи,0.0
мікс,0.2009
міксер,0.3276
мікстура,0.34700000000000003
міледі,0.7035
наймиліший,1.0
миленький,1.0
Мілетій,0.9098
мілітаристський,-0.3616
міліцейський,0.1036
міліціонер,0.4324
міліціянтка,0.3559
міліція,0.1148
мільярд,0.0
мільярдер,0.5609
мільярдерка,0.3252
міліграм,0.0
мілілітр,0.0
міліметр,0.0
міліметровий,0.0
мільйонер,0.41600000000000004
мільйонерка,0.5315
мільйончик,0.6892
миловидний,1.0
милосердність,1.0
милість,1.0
овечих,1.0
милий,1.0
мім,0.31
мимими,1.0
мімоза,0.436
мімолётом,0.0
мигдалина,0.0
мигдаль,0.5083
мінералка,0.4512
міні,0.0
міні-маркет,0.2156
міні сукня,0.1
міні спідниця,0.0
мініатюра,0.0
мініатюрність,0.1
мінівен,0.1828
мінімальний,0.0204
міністерство,0.0
міністр,0.1754
міномет,-0.9194
минтай,0.3614
хвилина,0.0
хвилинка,0.2984
хвилинний,0.0833
хвилиночка,0.0172
посіпака,0.3968
мир,1.0
світу,0.6333
міраж,-0.0922
мирити,1.0
миритися,0.1705
мирний,1.0
світогляд,0.3926
світової,0.5
світосприйняття,0.0
миролюбність,1.0
миска,0.0
мисочка,0.4179
міс,0.5244
місіс,0.4449
місія,0.2311
містер,0.2986
містика,-0.0699
містифікатор,-0.375
містично,-0.1086
містичний,-0.0796
мітинг,-0.087
мітингувати,-0.3929
міф,0.13
міфологічний,0.1842
міфологія,0.0357
мішень,-0.1
ведмедик,0.732
мішура,0.4661
немовля,0.7878
молодший,0.0
ссавець,0.2934
молочний,0.2969
думка,0.0556
мненье,0.0
мнить,-0.5792
забагато,-0.0781
багатовікової,0.0357
багатоголосий,0.125
багатоголосся,0.0
багатогранник,0.0
багатогранність,0.684
багатодітність,0.3455
багатоденний,0.0
багатоженство,-0.4828
багатозначність,0.2043
багатозначний,0.0357
багатоквартирний,0.0
багатокілометровий,0.0
многоліття,0.9
багаторічний,0.2131
багатолюдність,-0.2009
багатолюдний,0.1196
багатомісний,0.1
багатомісячний,0.0
багатонаціональний,0.3906
багатоніжка,-0.0357
різноманіття,0.6322
багатослівність,0.0
багатослівний,0.0184
багатоскладовий,0.0
багатосторонній,0.6864
багатосторонність,0.6818
багатотонний,0.0
три крапки,0.0
багатотисячний,0.0
багатокутник,0.0
багатокутний,0.1117
багатобарвний,0.4851
багатогодинний,0.0
численність,0.3571
численний,0.0
многочлен,0.0
багатоповерхівка,0.0769
багатоповерховий,0.1
багатомовний,0.5769
множинність,0.0
безліч,0.0625
розмножувальний,0.3015
множити,0.3537
мобіла,-0.0748
мобілізувати,0.4936
мобілка,0.0455
мобільник,0.0
мобільний,0.5391
могильний,-1.0
моделювання,0.5735
Модель,0.2
модельєр,0.4098
модем,0.2009
модерн,0.2925
модник,0.1545
модниця,0.3889
моднічать,0.0496
модність,0.4921
модний,1.0
"можна, можливо",0.5382
мозаїка,0.1
мозок,0.4403
муляти,-1.0
мозоль,-1.0
мийка,0.1
мийник,0.1
мокнути,-0.2642
мокрота,-0.4766
мокрий,-0.1
мовляв,0.0854
молекула,0.1273
молитися,0.6532
молюск,0.0
блискавичну швидкість,0.9107
блискавка,-0.1944
молоденький,0.6462
молодіти,1.0
Молоді,0.9
молодитися,0.6869
молодиця,0.4
молодожон,0.7185
молодий,0.5704
молодіжний,0.1
молодь,0.1
молоко,0.3974
молокозавод,0.4048
молокосос,-0.8684
молот,0.1
молотити,0.0
молоток,0.1
молоточок,0.2619
молоти,0.0676
молочко,0.6024
молочна,0.0357
молочниця,-0.5981
мовчазність,0.0
мовчазний,0.0
мовчання,0.0
мовчанка,-0.3571
мовчати,-0.0934
мовчун,-0.0915
моль,-0.6563
благання,0.2456
момент,0.1694
моментальний,0.1
монастирський,0.1818
монастир,0.0
монах,0.4744
черниця,0.2788
чернечий,-0.0556
чернецтво,0.0995
монгол,0.0
монета,0.292
монетка,0.1
монітор,0.1667
монокль,0.1
монолог,0.0714
монополізація,-0.4375
монополіст,-0.4314
монополія,-0.0167
монотонність,-0.0684
монотонний,-0.1717
монстрик,0.0692
монтаж,0.3226
монтажник,0.2559
монтажний,0.1
монтувати,0.0625
монтування,0.0
монтер,0.2965
мопед,0.0
мопс,0.5373
мораліст,0.1196
мораль,0.9
моргання,0.25
моргати,0.1
моргнути,0.1
морда,-0.6356
мордаха,0.2105
мордочка,0.9
мордобій,-1.0
мореплавання,0.3662
мореплавець,0.38799999999999996
морепродукт,0.3672
морський,0.22
мореплавство,0.2212
морж,0.3607
Морковина,0.4252
морквина,0.5382
морквяний,0.38799999999999996
морква,0.4718
морозивник,0.657
морожений,0.0
мороз,-0.1792
морозилка,0.175
морозильник,0.2965
морозильний,-0.0056
морозний,-0.1913
морозостійкість,0.9
моросіть,-0.2838
морпех,0.1257
морс,0.5976
морфема,0.0
морфемний,0.2416
зморшка,-0.2691
зморшкуватість,-0.4596
зморшкуватий,-0.4375
морщити,-0.3493
морщитися,-0.5244
моряк,0.3182
морячок,0.4692
москвич,0.0
москітний,-0.0632
москіти,-0.569
московський,0.0
міст,0.381
місток,0.0357
мостити,0.1552
місточок,0.5182
моська,0.6636
Мотаньє,-0.3348
мотати,0.0
мотатися,-0.4076
мотель,0.1
мотив,0.0769
мотиватор,0.9643
мотивація,1.0
мотивування,1.0
мотивовану,0.9474
мотивувати,0.9643
мотнуть,0.0
мотогонщик,0.0294
мотоклуб,0.0357
мотор,0.1
моторика,0.4076
моторний,1.0
моторолер,0.0
моторобудування,0.2925
моторчик,0.0
мотоцикл,0.1
мотоциклетів,0.1702
мотоцикліст,0.0581
мотоциклістка,0.1765
мох,0.0758
волохатий,0.0
моцарелла,0.4231
мочалка,0.0
сечовина,-0.0437
сечовий,0.0
сечогінний,-0.0233
мочилово,-1.0
мочитися,-0.4329
могти,0.6111
шахрай,-1.0
шахрайка,-1.0
шахраювати,-1.0
мошка,-0.19699999999999998
мошкара,-0.698
найпотужніший,0.7689
потужність,0.5301
потужний,0.9
міць,0.6892
морок,-0.9828
мармур,0.0357
мармуровий,0.0
хмурніти,-1.0
похмурість,-0.5526
месник,-0.6805
месниця,-0.9
мстивість,-1.0
мстити,-1.0
му,0.0
наймудріший,1.0
мудрець,1.0
мудрування,0.7925
мудрувати,0.7636
мудрований,0.2634
чоловік,0.3158
чоловіче,0.2
мужик,0.0367
мужицький,0.0
чолов'яга,0.3652
мужичок,0.25
чоловічий,0.0
муза,0.9444
музей,0.1
музейний,0.4
музикування,0.8196
музон,0.3697
музика,1.0
музикалка,0.3765
музикальність,0.9828
музичний,0.6429
музикант,0.6269
музикантський,0.3733
музикантка,0.3128
музикознавство,0.6724
мульт,0.5391
мультиварка,0.0556
мультик,0.9643
мультимільйонер,0.6026
мультиплікатор,0.4828
мультиплікаційний,0.0217
мультиплікація,0.4527
мультсеріал,0.9643
мультфільм,0.6667
мультяшка,0.9
муляж,-0.1
мумія,-0.2087
мураха,0.34299999999999997
мурашник,0.0
мурахоїд,0.1
муравьиный,0.1
мурашка,-0.0197
мурашки,0.1706
мурзик,0.6429
мурлыкание,0.9
мурлыканье,0.9
муркотіти,0.9
мурчание,0.9286
мурчать,1.0
мускулатура,0.541
мускулистость,0.6328
м'язистий,1.0
мускульний,0.5323
мусор,-0.8468
мусорить,-1.0
мусорный,-0.7569
мусоровоз,0.354
мусоропровод,0.1832
сміттєзбиральні,0.4669
мусорщик,-0.0201
мустанг,0.4052
мусульманин,0.0
мусульманка,0.0
мусульманський,0.0
мутация,-0.4609
мутить,-0.547
мутноватый,-0.5917
мутный,-0.9
муторный,-1.0
муть,-1.0
муха,-0.2364
мухлёж,-1.0
мухобойка,-0.2374
мухоловка,0.0893
мухомор,-0.7364
мучение,-1.0
мучительница,-1.0
мучительность,-1.0
мучительный,-1.0
мучить,-1.0
мучиться,-1.0
мучной,0.0
мушкетёр,0.5079
мчаться,0.2258
мылить,0.3644
мылиться,0.1
мыльница,0.2368
мыльный,0.0
мымра,-1.0
мыслитель,0.7185
мыслительный,0.66
мыслить,0.9118
мыслишка,0.193
мысль,0.4847
мытый,0.7821
мыть,0.4643
мыться,0.6024
мытьё,0.0
мычание,0.0
мычать,-0.285
мышеловка,-0.2362
мышечный,0.0
мышка,0.3049
мышление,0.6364
мышонок,0.66
мышца,0.2156
мышь,-0.0172
мэн,0.1
мэр,0.1495
мюсли,0.4669
мягкий,0.7273
мягкосердечие,0.9194
мягкосердечность,0.7636
мягкосердечный,0.7759
мягкость,0.7377
мякиш,0.0556
мякоть,0.1
мямлить,-0.9146
мясник,0.0
мясной,0.2909
мясо,0.2434
мясоед,0.1538
мясокомбинат,0.0
мясорубка,-0.0913
мятежница,-0.7
мятный,0.5075
мять,0.0
мяуканье,0.4664
мяукать,0.4796
мяукнуть,0.2895
мяч,0.292
мячик,0.4248
мёд,0.5455
мёрзлый,-0.612
мёрзнуть,-0.8243
мёртвый,-0.75
набаловать,-0.927
набег,-0.9286
набегать,-0.3966
набегаться,0.0678
набедокурить,-1.0
набедренный,0.0
набежать,-0.2941
набезобразничать,-0.8713
набережная,0.3534
набивание,-0.0925
набивать,-0.0769
набивной,0.1875
набирать,0.0
набираться,0.4083
набитый,-0.1226
набить,-0.3455
набиться,-0.3774
наблевать,-1.0
наблюдательность,0.9059
наблюдательный,0.9
наблюдать,0.14800000000000002
наблюдаться,0.2179
наблюдение,0.3348
набожность,0.0
набожный,0.10099999999999999
набок,0.0
наболевший,-0.9444
наболтать,-0.7909
наболтаться,0.1018
набір,0.2459
набрасывать,-0.0233
набрасываться,-0.9474
набрать,0.0357
набратися,0.0905
набросать,0.0
накинутися,-0.6859999999999999
набухать,-0.2176
набрякнути,-0.3611
насупився,-0.9828
навалювати,-0.5168
наваливаться,-0.5614
навалить,-0.502
навалитися,-0.371
навалом,-0.0632
навалять,-1.0
наваривать,0.1228
наваристый,0.7091
наварити,0.1951
навідатися,0.3718
навідуватися,0.4
навек,0.0
навіки,0.4699
напевно,0.3571
мабуть,0.1
навернути,-1.0
навернутися,-0.9444
надолужити,0.9643
наверх,0.1466
наверху,0.1
напідпитку,0.7656
навісити,0.1622
відвідати,0.7035
навічно,0.1486
навішати,-0.4192
відвідувати,0.8193
ридма,-1.0
навігатор,0.5597
навігаційний,0.2168
навигация,0.3952
нависнути,-0.087
накликати,-0.7373
наводка,0.1386
гній,-0.3902
навозник,-0.434
наволочка,0.0
навонять,-1.0
навертати,-0.0792
накрасти,-1.0
наворовивать,-1.0
навострить,0.122
набрехати,-1.0
назавжди,0.3537
назустріч,0.5
навиворіт,0.0
навидумують,-0.6026
на виліт,-0.2788
навипуск,0.1
нав'язати,-1.0
нав'язливість,-1.0
навязывание,-1.0
нав'язувати,-1.0
навязываться,-1.0
навёрстывание,0.7174
навёрстывать,0.9444
наворожити,0.0
напаскудити,-1.0
нагинати,-0.0829
нагибаться,0.0
нахаба,-1.0
зухвалим,-1.0
наковтатися,-0.9098
наглухо,-0.1864
нахабний,-1.0
надивитися,0.5752
наочність,0.4328
наочний,0.4778
нагнітання,-1.0
нагноение,-1.0
нагнуть,-0.3257
нагнутися,0.0
наговорити,-0.7562
наговоритися,0.3824
наголо,-0.087
на голову,-0.0645
наголодувався,-0.9444
нагонять,-0.0855
наготове,0.4685
наготувати,0.6102
нагородний,0.9112
нагрівання,0.1
нагрівач,0.34
нагрівальний,0.3537
нагревать,0.0172
нагріватися,0.0
нагріти,0.4558
нагреться,0.1
нагрішити,-1.0
нагромаджувати,0.3571
нагромадити,-0.5948
нагрубить,-1.0
нагрудник,0.3824
навантажувати,-0.3849
навантажити,-0.5323
навантажитися,-0.2802
навантаження,-0.2783
нагулювати,-0.2985
нагулять,-0.6743
нагулятися,0.4149
надавати,-0.6607
натиснути,0.5579
натиснення,-0.4464
натискати,0.33899999999999997
надарували,1.0
надбавить,0.5172
насуватися,-0.4235
надвинуть,0.1
надвоє,0.0426
надевание,0.0769
надевать,0.3203
надеваться,-0.0217
надел,0.2965
наробити,-0.5308
наділити,0.3678
надерзіть,-1.0
надіти,0.0
сподіватися,0.3725
наглядач,-0.8308
надзор,-0.3077
надирати,-1.0
поповнити дефіцит маси,-1.0
надкусить,0.0
надкушувати,0.0172
надлом,-0.9444
надламаний,-0.45899999999999996
надломити,-0.364
надломиться,-0.7051
потреба,0.3036
Треба,0.5263
набриднуть,-1.0
надокучливість,-1.0
набриднути,-1.0
надовго,0.0
надірвати,-0.6892
надорваться,-1.0
надписати,0.0
надписувати,0.0455
надпись,0.0
наднирники,0.0172
надрать,-1.0
надріз,-0.1635
надрізати,-0.1461
наруга,-1.0
надбудувати,0.1818
надування,-0.4783
надувать,-0.1576
надуватися,-0.4833
надувний,0.1
надумать,-0.2364
надумалися,-0.0766
надурити,-1.0
надути,-0.6774
надушитися,0.3671
наїдатися,0.2963
наодинці,0.2826
наїздитися,0.3349
наїзник,0.1
наїжджати,-0.8455
наїстися,0.5893
наїхати,-0.9643
нажаловаться,-1.0
насмажити,0.2642
натискання,0.0
наждачка,0.1729
наживка,-0.1
нажимание,0.0263
нажіраться,-1.0
нажите,0.4389
нажить,0.25
нажитися,-1.0
нажертися,-0.8271
нажраться,-1.0
назавтра,0.0
назад,0.0
названивать,-0.9124
назва,0.0
названий,0.0
назвати,0.0
назватися,0.2636
наземний,0.0882
повчальність,0.8824
призначати,0.316
призначення,0.5
призначити,0.2317
настирливість,-1.0
назрівати,-0.2256
називання,0.0
називати,0.0
називатися,0.0
найбільш,0.3158
найбільший,0.4692
наївність,-0.3985
награність,-0.9167
награтися,0.0769
напам'ять,0.0769
найкращий,1.0
найменш,-0.1921
найменування,0.15
навскіс,-0.3182
знайти,0.5
знайтися,0.7689
карається,-0.9167
напруження,-0.3235
розжарювати,-0.1
загостритися,-0.3463
наколювати,-0.2573
нагнітати,-0.3077
нагромадження,0.2632
накопичувати,0.4391
накопичуватися,0.1257
наврочити,-1.0
накарябал,-0.6667
накатати,-0.27399999999999997
накататися,0.5333
хильнути,-0.2167
накочуватися,-0.0581
накачати,0.1
накачатися,0.4883
накачувати,0.1316
накачуватися,-0.1905
накидати,-0.1
накидка,0.2795
накинути,0.0
накіпеть,-0.7636
накип,-0.6795
накладання,0.0
накладати,0.0889
наклеювання,0.0
наклеювати,0.0
наклеюватися,-0.0201
наклеїти,0.0
наклейка,0.2105
нахил,0.0
нахилити,0.0
нахилитися,0.0
схильність,0.1122
похилий,0.0876
нахиляти,0.0455
нахилятися,0.0
наколупав,-0.6553
наколдовать,-0.1794
наколінник,0.3906
наколінний,0.0
наколка,-0.3333
наколоти,-0.2176
наколотися,-0.9839
нарешті,0.46
накопати,0.19899999999999998
накопичувач,0.2009
накопительство,0.3704
накопичити,0.6933
накопичитися,0.4596
накопичення,0.5769
накосити,-0.1481
накостилять,-1.0
нафарбувати,0.2565
нафарбуватися,0.3871
накренити,-0.3077
міцно,0.9444
накричати,-0.3592
накришити,-0.2542
накрутити,-0.3678
накручивание,-0.5976
накручивать,-0.41600000000000004
накручиваться,-0.9146
накривати,0.0714
накриватися,0.1186
накрити,0.0
накритися,-0.0784
накупаться,0.6466
накупить,0.2788
накурить,-1.0
накуролесить,-0.9
накусать,-0.4202
накусивать,0.0
налагодити,0.7091
налагодитися,1.0
налаживание,1.0
налагоджуватися,1.0
налакоміться,1.0
наліво,0.0
налегке,0.7364
наледь,-0.0217
налепить,-0.1086
налітати,-0.4512
налететь,-0.4661
наливання,0.1818
наливати,0.0625
наливатися,0.3878
наливка,0.2871
наливочка,0.4664
налипає,-0.3491
налипнути,-0.4917
налити,0.3067
на обличчя,0.3348
наличие,0.54
готівка,0.5301
готівковий,0.0854
наловити,0.0806
призвичаїтися,0.7881
податок,-0.4259
податковий,-0.2838
оподаткування,-0.5
налогоплательщик,0.0717
наложение,-0.0647
накласти,0.0357
налокотник,0.1696
наломать,-0.6048
налопаться,-0.1406
намилуватися,1.0
намазати,0.0
намазаться,0.0
намазывать,0.0172
намазувати,0.0
наматывание,0.0433
намотувати,0.0
намотуватися,-0.1383
намекать,0.0556
натякнути,0.22
намереваться,0.0357
намір,0.1923
намеренность,0.2129
намертво,-0.3571
наметати,0.1702
наметить,0.2642
намечать,0.0
намішати,-0.1429
намешивать,0.0
намного,0.34299999999999997
намозолить,-1.0
намокать,-0.3077
намокнути,-0.4194
намордник,-0.3167
наморщить,-0.541
наморщиться,-0.9
намотать,0.0
намочити,0.0
намудрить,-0.4596
намусорить,-1.0
намутить,-0.4854
намучиться,-1.0
намывать,0.2617
намыливание,-0.087
намалювати,0.4248
намилюватися,0.1048
намылить,0.1086
намылиться,-0.0189
намыть,0.3429
намёк,0.0229
нанесение,0.0186
нанести,-0.2355
нанизать,0.0435
нанизывать,0.0
нанимать,0.0638
наниматься,0.0
наносить,0.0
наноситься,0.0
нанотехнология,0.588
нанюхаться,-0.8301
нанять,0.2573
наняться,0.3036
наобещать,-0.5905
наоборот,-0.0606
наорать,-1.0
наораться,-0.5825
наотрез,-0.636
нападать,-0.9474
нападение,-1.0
напакостить,-1.0
напарник,0.9085
напарница,0.6681
напарничек,0.1556
напастись,0.2655
напасть,-1.0
напачкать,-1.0
напевать,0.677
напевный,0.5556
наперебой,-0.1047
наперегонки,0.2156
наперерез,-0.4231
напеть,0.33899999999999997
напечатание,0.0
напечатать,0.0745
напечататься,0.3208
напечь,0.4328
напиваться,-0.9255
напилить,0.1804
написание,0.3115
написать,0.1356
напитаться,0.6322
напиток,0.3769
напитываться,0.2798
напиться,-0.4017
напихать,-0.3755
напичкать,-0.6869
наплаваться,0.5
наплакать,-0.7642
наплевательство,-1.0
наплевать,-0.9
наплести,-0.6933
наплывать,-0.0143
напоить,0.0734
напоказ,-0.4828
наползать,0.0
наползти,-0.2157
наполнение,0.4389
наполнитель,0.0
наполнить,0.5075
наполниться,0.0676
наполнять,0.5476
наполняться,0.3926
наполовину,0.0
напольный,0.0
напоминание,0.4474
напоминать,0.3864
нагадати,0.3931
напополам,0.0
напор,0.0962
напористість,0.2009
напористый,0.1791
напороться,-1.0
напортачить,-1.0
напортить,-0.9
напоследок,0.1
направить,0.4016
попрямувати,0.0
направление,0.2156
направлять,0.4023
направлятися,0.2686
направо,0.0
напрасность,-0.9
марна,-0.8333
напрашиваться,-0.9194
например,0.1
напроказіть,-1.0
напролом,-0.2043
безперервно,0.0
напроситися,-0.9457
напрочь,-0.4609
наскакався,0.2182
напружуватися,-0.2951
напряжение,-0.5244
сутужно,-1.0
напруженість,-0.8143
напряжённый,-0.8226
навпростець,0.0556
безпосередньо,0.3067
напружитися,-0.2124
напугаться,-1.0
напудрити,-0.2941
напускати,-0.3365
наплутати,-1.0
напутній,0.9231
напутствие,0.75
напяливать,-0.5153
напнути,-0.5075
наперсток,0.1
нарабатывать,0.622
напрацювати,0.622
наработаться,0.0847
нарівні,0.0172
нарадоваться,1.0
нарозхрист,0.1
нараспев,0.1
наростання,0.3208
наростати,0.3496
нарозхват,0.5893
наращение,0.2143
наращивание,0.0556
нарощувати,0.0
нарвать,-0.2925
нарваться,-1.0
нареветься,-1.0
нарізування,0.0
нарезать,0.0
нарезка,0.1
наречие,0.0
нарицательный,0.1947
наркобарон,-1.0
наркобізнесмена,-1.0
наркоз,0.046
наркозалежність,-1.0
наркокур'єр,-1.0
нарколог,0.2586
наркологія,-0.5021
наркоманка,-1.0
наркоперевізників,-1.0
наркопотребление,-1.0
наркопритон,-1.0
нарковиробництво,-1.0
наркоторговец,-1.0
наркоторгівля,-1.0
народ,0.314
народець,0.0574
народити,0.6148
народність,0.0
народный,0.4214
навмисне,-0.5708
зовнішність,0.0
зовнішній,0.0
назовні,0.0
нарукавник,0.2119
нарукавний,-0.0172
наручник,-0.6048
наручний,0.0
нарушать,-0.9
нарушение,-1.0
нарушительница,-1.0
нарушиться,-0.7844
нарцис,0.2988
наривати,-0.9
нариватися,-1.0
нарыть,0.0212
наряд,0.4925
нарядити,0.7314
ошатність,0.9
нарядный,1.0
наряджати,0.8894
насадити,-0.0558
насвінячіл,-1.0
насвистывание,0.0392
насвистувати,-0.0183
квочка,0.2426
комаха,-0.0625
население,0.2815
населить,0.0
населяти,0.325
населённость,0.2949
сідало,0.04
насидеться,-0.2096
насиживать,-0.1
насилование,-1.0
наскальный,0.0
наскрізь,0.0
наскок,-0.3383
наскільки,0.0
нашвидку,-0.0952
наскучить,-1.0
насладиться,1.0
